
---------- Begin Simulation Statistics ----------
simSeconds                                   0.267758                       # Number of seconds simulated (Second)
simTicks                                 267758206197                       # Number of ticks simulated (Tick)
finalTick                                267758206197                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    746.67                       # Real time elapsed on the host (Second)
hostTickRate                                358601545                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     699576                       # Number of bytes of host memory used (Byte)
simInsts                                    135138765                       # Number of instructions simulated (Count)
simOps                                      240252434                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180988                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     321764                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                       401436592                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              2.970551                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.336638                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      250124586                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     299                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     251114452                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   233                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             9872445                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          4190080                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                173                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          401403989                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.625590                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.556695                       # Number of insts issued each cycle (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerArith            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatArith            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatConvert            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerReduce            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatReduce            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorMisc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerExtension            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::total    240252434                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedControl::IsControl     15035072                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsDirectControl     15030293                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsIndirectControl         4779                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsCondControl     15024372                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsUncondControl        10700                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsCall         2515                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsReturn         2510                       # Class of control type instructions committed (Count)
system.cpu0.dcache.demandHits::cpu0.data     34050711                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         34050711                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data     34050711                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        34050711                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data     16604530                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total       16604530                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data     16604530                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total      16604530                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::cpu0.data 703912006306                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total 703912006306                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::cpu0.data 703912006306                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total 703912006306                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::cpu0.data     50655241                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     50655241                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::cpu0.data     50655241                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     50655241                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::cpu0.data     0.327795                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.327795                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::cpu0.data     0.327795                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.327795                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::cpu0.data 42392.769100                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency::total 42392.769100                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::cpu0.data 42392.769100                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::total 42392.769100                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.blockedCycles::no_mshrs     12060961                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs       522775                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs     23.071036                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.writebacks::writebacks      3750019                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total          3750019                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::cpu0.data     10353497                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total     10353497                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::cpu0.data     10353497                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total     10353497                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::cpu0.data      6251033                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total      6251033                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.data      6251033                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total      6251033                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency::cpu0.data 394653798710                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency::total 394653798710                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::cpu0.data 394653798710                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::total 394653798710                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate::cpu0.data     0.123403                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate::total     0.123403                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::cpu0.data     0.123403                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::total     0.123403                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency::cpu0.data 63134.172977                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency::total 63134.172977                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::cpu0.data 63134.172977                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::total 63134.172977                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements               6250521                       # number of replacements (Count)
system.cpu0.dcache.LockedRMWReadReq.hits::cpu0.data           39                       # number of LockedRMWReadReq hits (Count)
system.cpu0.dcache.LockedRMWReadReq.hits::total           39                       # number of LockedRMWReadReq hits (Count)
system.cpu0.dcache.LockedRMWReadReq.misses::cpu0.data            3                       # number of LockedRMWReadReq misses (Count)
system.cpu0.dcache.LockedRMWReadReq.misses::total            3                       # number of LockedRMWReadReq misses (Count)
system.cpu0.dcache.LockedRMWReadReq.missLatency::cpu0.data       221444                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.missLatency::total       221444                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.accesses::cpu0.data           42                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.LockedRMWReadReq.accesses::total           42                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.LockedRMWReadReq.missRate::cpu0.data     0.071429                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.missRate::total     0.071429                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.avgMissLatency::cpu0.data 73814.666667                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWReadReq.avgMissLatency::total 73814.666667                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWReadReq.mshrMisses::cpu0.data            3                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu0.dcache.LockedRMWReadReq.mshrMisses::total            3                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu0.dcache.LockedRMWReadReq.mshrMissLatency::cpu0.data       651528                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.mshrMissLatency::total       651528                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.mshrMissRate::cpu0.data     0.071429                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.mshrMissRate::total     0.071429                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.avgMshrMissLatency::cpu0.data       217176                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWReadReq.avgMshrMissLatency::total       217176                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWWriteReq.hits::cpu0.data           42                       # number of LockedRMWWriteReq hits (Count)
system.cpu0.dcache.LockedRMWWriteReq.hits::total           42                       # number of LockedRMWWriteReq hits (Count)
system.cpu0.dcache.LockedRMWWriteReq.accesses::cpu0.data           42                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.LockedRMWWriteReq.accesses::total           42                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.hits::cpu0.data      7789164                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.hits::total        7789164                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.misses::cpu0.data     12854344                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.misses::total     12854344                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.missLatency::cpu0.data 474085956043                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.missLatency::total 474085956043                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.accesses::cpu0.data     20643508                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.accesses::total     20643508                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.missRate::cpu0.data     0.622682                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.missRate::total     0.622682                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMissLatency::cpu0.data 36881.380803                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMissLatency::total 36881.380803                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.mshrHits::cpu0.data     10353495                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrHits::total     10353495                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrMisses::cpu0.data      2500849                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMisses::total      2500849                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMissLatency::cpu0.data 171198672456                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissLatency::total 171198672456                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissRate::cpu0.data     0.121145                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.mshrMissRate::total     0.121145                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMshrMissLatency::cpu0.data 68456.221250                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMshrMissLatency::total 68456.221250                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.hits::cpu0.data     26261547                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.hits::total      26261547                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.misses::cpu0.data      3750186                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.misses::total      3750186                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.missLatency::cpu0.data 229826050263                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.missLatency::total 229826050263                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.accesses::cpu0.data     30011733                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.accesses::total     30011733                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.missRate::cpu0.data     0.124957                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.missRate::total     0.124957                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMissLatency::cpu0.data 61283.907055                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMissLatency::total 61283.907055                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.mshrHits::cpu0.data            2                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrHits::total            2                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrMisses::cpu0.data      3750184                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMisses::total      3750184                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMissLatency::cpu0.data 223455126254                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissLatency::total 223455126254                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissRate::cpu0.data     0.124957                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.mshrMissRate::total     0.124957                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMshrMissLatency::cpu0.data 59585.110025                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMshrMissLatency::total 59585.110025                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 267758206197                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse          511.939061                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs            40296383                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs           6250521                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs              6.446884                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             142000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data   511.939061                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.999881                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.999881                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0           57                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1          455                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses         107561683                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses        107561683                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 267758206197                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles                 9775852                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles            357319576                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                 16316721                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles             17932353                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles                 59487                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved            15664862                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred                  443                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts             250655104                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                 2134                       # Number of squashed instructions handled by decode (Count)
system.cpu0.executeStats0.numInsts          251112930                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches        15641953                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts       21646840                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts      31262834                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           0.625536                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numCCRegReads      78197323                       # Number of times the CC registers were read (Count)
system.cpu0.executeStats0.numCCRegWrites     62589518                       # Number of times the CC registers were written (Count)
system.cpu0.executeStats0.numFpRegReads     208341909                       # Number of times the floating registers were read (Count)
system.cpu0.executeStats0.numFpRegWrites    114454249                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads    251976220                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites     73102914                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs         52909674                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads     84212906                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches          15816764                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                    380126609                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                 119844                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                  33                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles          166                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           22                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                 21154797                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                  663                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples         401403989                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             0.630461                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            1.914117                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0               354891857     88.41%     88.41% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                 2542979      0.63%     89.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                 3050162      0.76%     89.81% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                 9278486      2.31%     92.12% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                 1840884      0.46%     92.58% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                 1250939      0.31%     92.89% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                12696538      3.16%     96.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                   23878      0.01%     96.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                15828266      3.94%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total           401403989                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts            142407826                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            0.354746                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches          15840870                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.039460                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles     21217237                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst     21153639                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total         21153639                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst     21153639                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total        21153639                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         1158                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           1158                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         1158                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          1158                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst     63526503                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total     63526503                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst     63526503                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total     63526503                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst     21154797                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total     21154797                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst     21154797                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total     21154797                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.000055                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.000055                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.000055                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.000055                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 54858.810881                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 54858.810881                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 54858.810881                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 54858.810881                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          106                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            3                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     35.333333                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.demandMshrHits::cpu0.inst          240                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          240                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          240                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          240                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst          918                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total          918                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst          918                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total          918                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     53151999                       # number of demand (read+write) MSHR miss ticks (Tick)
