
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000098                       # Number of seconds simulated (Second)
simTicks                                     98410514                       # Number of ticks simulated (Tick)
finalTick                                    98410514                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.38                       # Real time elapsed on the host (Second)
hostTickRate                                260655523                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     695444                       # Number of bytes of host memory used (Byte)
simInsts                                       130500                       # Number of instructions simulated (Count)
simOps                                         237083                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   345585                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     627827                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                          147543                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              1.130598                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.884488                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         260379                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        253488                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   123                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined               23455                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined            39660                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 93                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             123325                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.055447                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.465152                       # Number of insts issued each cycle (Count)
system.cpu0.commitStats0.committedInstType::VectorIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerArith            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatArith            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatConvert            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerReduce            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatReduce            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorMisc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerExtension            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::total       237083                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedControl::IsControl        33205                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsDirectControl        28663                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsIndirectControl         4542                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsCondControl        23039                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsUncondControl        10166                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsCall         2364                       # Class of control type instructions committed (Count)
system.cpu0.commitStats0.committedControl::IsReturn         2359                       # Class of control type instructions committed (Count)
system.cpu0.dcache.demandHits::cpu0.data        25478                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total            25478                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data        25478                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total           25478                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data         1912                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total           1912                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data         1912                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total          1912                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::cpu0.data    104491396                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total    104491396                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::cpu0.data    104491396                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total    104491396                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::cpu0.data        27390                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total        27390                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::cpu0.data        27390                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total        27390                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::cpu0.data     0.069806                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.069806                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::cpu0.data     0.069806                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.069806                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::cpu0.data 54650.311715                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency::total 54650.311715                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::cpu0.data 54650.311715                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::total 54650.311715                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.blockedCycles::no_mshrs          292                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs            9                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs     32.444444                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.writebacks::writebacks           32                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total               32                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::cpu0.data         1010                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total         1010                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::cpu0.data         1010                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total         1010                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::cpu0.data          902                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total          902                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.data          902                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total          902                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency::cpu0.data     50638005                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency::total     50638005                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::cpu0.data     50638005                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::total     50638005                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate::cpu0.data     0.032932                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate::total     0.032932                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::cpu0.data     0.032932                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::total     0.032932                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency::cpu0.data 56139.695122                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency::total 56139.695122                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::cpu0.data 56139.695122                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::total 56139.695122                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements                    80                       # number of replacements (Count)
system.cpu0.dcache.LockedRMWReadReq.hits::cpu0.data           22                       # number of LockedRMWReadReq hits (Count)
system.cpu0.dcache.LockedRMWReadReq.hits::total           22                       # number of LockedRMWReadReq hits (Count)
system.cpu0.dcache.LockedRMWReadReq.misses::cpu0.data            2                       # number of LockedRMWReadReq misses (Count)
system.cpu0.dcache.LockedRMWReadReq.misses::total            2                       # number of LockedRMWReadReq misses (Count)
system.cpu0.dcache.LockedRMWReadReq.missLatency::cpu0.data        70035                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.missLatency::total        70035                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.accesses::cpu0.data           24                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.LockedRMWReadReq.accesses::total           24                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.LockedRMWReadReq.missRate::cpu0.data     0.083333                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.missRate::total     0.083333                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.avgMissLatency::cpu0.data 35017.500000                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWReadReq.avgMissLatency::total 35017.500000                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWReadReq.mshrMisses::cpu0.data            2                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu0.dcache.LockedRMWReadReq.mshrMisses::total            2                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu0.dcache.LockedRMWReadReq.mshrMissLatency::cpu0.data       257545                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.mshrMissLatency::total       257545                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.LockedRMWReadReq.mshrMissRate::cpu0.data     0.083333                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.mshrMissRate::total     0.083333                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu0.dcache.LockedRMWReadReq.avgMshrMissLatency::cpu0.data 128772.500000                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWReadReq.avgMshrMissLatency::total 128772.500000                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.LockedRMWWriteReq.hits::cpu0.data           24                       # number of LockedRMWWriteReq hits (Count)
system.cpu0.dcache.LockedRMWWriteReq.hits::total           24                       # number of LockedRMWWriteReq hits (Count)
system.cpu0.dcache.LockedRMWWriteReq.accesses::cpu0.data           24                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.LockedRMWWriteReq.accesses::total           24                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.hits::cpu0.data        14886                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.hits::total          14886                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.misses::cpu0.data         1763                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.misses::total         1763                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.missLatency::cpu0.data     96003821                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.missLatency::total     96003821                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.accesses::cpu0.data        16649                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.accesses::total        16649                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.missRate::cpu0.data     0.105892                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.missRate::total     0.105892                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMissLatency::cpu0.data 54454.804878                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMissLatency::total 54454.804878                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.mshrHits::cpu0.data         1010                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrHits::total         1010                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrMisses::cpu0.data          753                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMisses::total          753                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMissLatency::cpu0.data     42391665                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissLatency::total     42391665                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissRate::cpu0.data     0.045228                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.mshrMissRate::total     0.045228                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMshrMissLatency::cpu0.data 56297.031873                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMshrMissLatency::total 56297.031873                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.hits::cpu0.data        10592                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.hits::total         10592                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.misses::cpu0.data          149                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.misses::total          149                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.missLatency::cpu0.data      8487575                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.missLatency::total      8487575                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.accesses::cpu0.data        10741                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.accesses::total        10741                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.missRate::cpu0.data     0.013872                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.missRate::total     0.013872                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMissLatency::cpu0.data 56963.590604                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMissLatency::total 56963.590604                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.mshrMisses::cpu0.data          149                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMisses::total          149                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMissLatency::cpu0.data      8246340                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissLatency::total      8246340                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissRate::cpu0.data     0.013872                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.mshrMissRate::total     0.013872                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMshrMissLatency::cpu0.data 55344.563758                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMshrMissLatency::total 55344.563758                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.power_state.pwrStateResidencyTicks::UNDEFINED     98410514                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse          444.844378                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs                 542                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs                80                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs              6.775000                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             142000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data   444.844378                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.434418                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.434418                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1024          821                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0           55                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1          766                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1024     0.801758                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses             55777                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses            55777                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED     98410514                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles                   32614                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles                51629                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                    32164                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles                 6255                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles                   663                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved               10400                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred                  344                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts                265572                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                 1639                       # Number of squashed instructions handled by decode (Count)
system.cpu0.executeStats0.numInsts             252304                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches           34388                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts          21116                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts         11718                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           1.710037                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numCCRegReads        160313                       # Number of times the CC registers were read (Count)
system.cpu0.executeStats0.numCCRegWrites        83969                       # Number of times the CC registers were written (Count)
system.cpu0.executeStats0.numFpRegReads          2142                       # Number of times the floating registers were read (Count)
system.cpu0.executeStats0.numFpRegWrites         1097                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads       327155                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites       179555                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs            32834                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads       101242                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches             15072                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                        84000                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                   2002                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                  44                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles          106                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           25                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                    20490                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                  469                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples            123325                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             2.209017                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.295169                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                   80383     65.18%     65.18% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                    2209      1.79%     66.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                    1520      1.23%     68.20% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                    2181      1.77%     69.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                    5113      4.15%     74.12% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                    1453      1.18%     75.30% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                    3570      2.89%     78.19% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                    3670      2.98%     81.17% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                   23226     18.83%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total              123325                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts               149400                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            1.012586                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches             37374                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.253309                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles        38149                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst        19634                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total            19634                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst        19634                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total           19634                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst          855                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total            855                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst          855                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total           855                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst     46717651                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total     46717651                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst     46717651                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total     46717651                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst        20489                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total        20489                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst        20489                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total        20489                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.041730                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.041730                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.041730                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.041730                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 54640.527485                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 54640.527485                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 54640.527485                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 54640.527485                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          190                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            5                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs            38                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.demandMshrHits::cpu0.inst          163                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          163                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          163                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          163                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst          692                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total          692                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst          692                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total          692                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     39623251                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total     39623251                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst     39623251                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total     39623251                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.033774                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.033774                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.033774                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.033774                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 57259.033237                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 57259.033237                       # average overall mshr miss latency ((Tick/Count))
